Row	Site ID	WRIA	Basin	Subbasin	Stream	Agency	Project	Site Code	Latitude	Longitude	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
1152	95	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Canyonfalls Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	MP_CANY_0.57	47.143672	-122.222738																										7.8			7.1	
1153	2265	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Canyonfalls Creek	Pierce County	PC Raise the Grade	MP_CANY_1.14	47.140556	-122.214444																					40.7									
1154	1103	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Clarks Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	CL_CLAR_3.93	47.177150	-122.317150																										50.1			72.1	
1155	3334	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Clarks Creek	Puyallup Tribe of Indians	Status and Trends	CLK-7	47.177471	-122.316824																														69.2
1156	2268	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Clear Creek (Puyallup)	Pierce County	PC Raise the Grade	CL_CLEA_2.16	47.213500	-122.372680																					42.4									
1157	2698	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Clear Creek (Puyallup)	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	CL_CLEA_2.41	47.210266	-122.373118																								53.6						
1158	2697	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Diru Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	CL_DIRU_0.59	47.191311	-122.339390																								66.9		69				66
1159	96	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Fennel Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	MP_FENN_0.50	47.151350	-122.216511																							82.3				77.2			77.5
1160	1002	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Fennel Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-000398	47.148727	-122.202609																56.3														
1161	3336	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Hylebos Creek	Puyallup Tribe of Indians	Status and Trends	HYL-2	47.266667	-122.329880																														30.4
1162	3364	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Hylebos Creek	City of Federal Way	Macroinvertebrate Sampling	HylbFWEastO213	47.260300	-122.313900																														44.7
1163	3337	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Hylebos Creek	Puyallup Tribe of Indians	Status and Trends	HYL-M	47.273264	-122.329957																														31.9
1164	2953	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Rody Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	CL_RODY_0.45	47.196154	-122.347017																										46.9			57.8	
1165	3210	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Rody Creek	Puyallup Tribe of Indians	Status and Trends	RODY-1	47.196613	-122.345898																													42.4	
1166	2401	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Swan Creek	Pierce County	NPDES 2015 Pierce County Watershed Health Monitoring	CL_SWAN_0.76	47.224000	-122.394080																						58.9		37.7			54.2			53.5
1167	3341	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Swan Creek	Puyallup Tribe of Indians	Status and Trends	SWAN-6	47.225980	-122.393436																														38.1
1168	543	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	W Hylebos Creek	City of Federal Way	Macroinvertebrate Sampling	HylbFW359	47.279381	-122.320600						22.5	32.3	30.3	35.6	32.7	42	43	35.8	33.4	24.3	38.5	47	40.3	50	55.1	54.3	49.3	37.5	58.4	63.9	64.1	53.2	52.5	60	68.7
1169	1782	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	W Hylebos Creek	City of Federal Way	Macroinvertebrate Sampling	HylbFW359Up	47.280641	-122.319514																	39	38.7	29.8	65.6	36.3	58.4	31	57.8		44.5	53.9	53.8	46.3	59.2
1170	528	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	W Hylebos Creek	City of Federal Way	Macroinvertebrate Sampling	HylbFW373	47.266500	-122.330042						19.8	19.6	33.4	27	38.2	25.6	23.8	33.3		28.7	36	43.3	40.5							52.3	43.4				
1171	548	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	W Hylebos Creek	City of Federal Way	Macroinvertebrate Sampling	HylbFW373Rest	47.268283	-122.328428															20.5	41.4	38.1	29.8	46.9	40.7	53.2	55.5	50.3	31.3	46.8	44.1	43.8	54.1	35.1	49.6
1172	549	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	W Hylebos Creek	City of Federal Way	Macroinvertebrate Sampling	HylbFW99	47.273086	-122.329236					25.2	14.3	23.9	52.2	17.9	42.9	28.1	34.8	17.4	44.1	38.2	40.2	53.7	48.6	36.6	57.3	46.1		39.4	29.9	39.4	47.6	25.9	38.9	41.6	49.1
1173	550	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	W Hylebos Creek	City of Federal Way	Macroinvertebrate Sampling	HylbFWFtBr	47.274106	-122.329531										22.3	30.5	26.5	28.1	33.4	26.7	35.9	39.8	26.7	18.3	26.2	35.2	40.8	29.2	20.7	45.4	50.6	18.1	33	43.6	36.9
1174	541	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	W Hylebos Creek	City of Federal Way	Macroinvertebrate Sampling	HylbFWRest1	47.276875	-122.328142											55.4	49.9	46.7	39.7	18	33	58.4	45.8	41.5	49.8	38.1	36.8	9.9	32.6	38.7	37.5	53	31.1	30.9	36.7
1175	542	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	W Hylebos Creek	City of Federal Way	Macroinvertebrate Sampling	HylbFWRest2	47.277750	-122.328389											35	53.3	25.4	24.6	30.2	39.2	58.6	41.1	38.1	29	37	30.3	16.5	21.3	42.1	46.7		20.3	40.6	34.9
1176	2423	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	W Hylebos Creek	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-001454	47.253482	-122.333499																						40.9								
1177	2477	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	W Hylebos Creek	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-018206	47.283291	-122.327168																						50.3								
1178	2496	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	W Hylebos Creek	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-032718	47.264583	-122.329929																						52.4								
1179	3338	WRIA 10 - Puyallup-White	Lowland White River Basin	Lower White River Subbasin	Salmon Creek (Puyallup)	Puyallup Tribe of Indians	Status and Trends	SAL-2	47.217185	-122.224877																														40.5
1180	586	WRIA 10 - Puyallup-White	Lowland White River Basin	Lower White River Subbasin	White River tributary (Lower White subbasin)	Washington State Department of Ecology	Muckleshoot Macroinvertebrate Monitoring	PussyfootControl_ECY_464	47.234594	-122.115652										73.6																				
1181	587	WRIA 10 - Puyallup-White	Lowland White River Basin	Lower White River Subbasin	White River tributary (Lower White subbasin)	Washington State Department of Ecology	Muckleshoot Macroinvertebrate Monitoring	PussyfootTest_ECY_465	47.230125	-122.112879										59.5																				
1182	97	WRIA 10 - Puyallup-White	Upper Puyallup River Basin	Middle Puyallup River Subbasin	Kapowsin Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	CW_KAPO_0.68	47.025054	-122.211038																							68.8				71.4			58.7
1183	816	WRIA 11 - Nisqually	Lowland Nisqually River Basin	McAllister Creek Subbasin	Little McAllister Creek	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	McAllThCoMeadows	47.042361	-122.724931												35.3	21.2	50.1	51.6	44.7		20.4	31.6											
1184	1645	WRIA 11 - Nisqually	Lowland Nisqually River Basin	Muck Creek Subbasin	Lacamas Creek (Nisqually)	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	NI_LACA_0.45	47.005633	-122.531654																											33.4			10.9
1185	2407	WRIA 11 - Nisqually	Lowland Nisqually River Basin	Yelm Creek Subbasin	Horn Creek	Pierce County	NPDES 2015 Pierce County Watershed Health Monitoring	NI_HORN_1.62	46.908400	-122.474990																						37.3								
1186	823	WRIA 11 - Nisqually	Lowland Nisqually River Basin	Yelm Creek Subbasin	Thompson Creek	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	ThompThCoPowerCanal	46.977525	-122.638494															74.5	70.3		63.5	70.7								68.5			74.6
1187	2231	WRIA 11 - Nisqually	Lowland Nisqually River Basin	Yelm Creek Subbasin	Yelm Creek	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	YelmCkThCoPeterson	46.968333	-122.625000																90.3		84.5	89.5							81.2			64.5	
1188	2232	WRIA 11 - Nisqually	Lowland Nisqually River Basin	Yelm Creek Subbasin	Yelm Creek	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	YelmCkThCoSheasley	46.884167	-122.607500																33.9			28.8											
1189	2818	WRIA 11 - Nisqually	Mashel River/Ohop Creek Basin	Mashel River Subbasin	Little Mashel River	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	NI_LMAS_0.31	46.853883	-122.277478																									90.6			78.1		
1190	2951	WRIA 11 - Nisqually	Mashel River/Ohop Creek Basin	Mashel River Subbasin	Mashel River	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	NI_MASH_0.23	46.846047	-122.332003																										82.9			74	
1191	2819	WRIA 11 - Nisqually	Mashel River/Ohop Creek Basin	Mashel River Subbasin	Midway Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	NI_MIDW_0.05	46.848830	-122.247941																									86.2			71.4		
1192	99	WRIA 11 - Nisqually	Mashel River/Ohop Creek Basin	Ohop Creek Subbasin	Lynch Creek (Nisqually River)	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	NI_LYNC_0.29	46.879397	-122.275141																										85.3			84.8	
1193	100	WRIA 11 - Nisqually	Mashel River/Ohop Creek Basin	Ohop Creek Subbasin	Ohop Creek (Nisqually)	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	NI_OHOP_0.17	46.846213	-122.367296																													58.5	
1194	2954	WRIA 11 - Nisqually	Mashel River/Ohop Creek Basin	Ohop Creek Subbasin	Ohop Creek (Nisqually)	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	NI_OHOP_0.22	46.846120	-122.368525																										67.6				
1195	2760	WRIA 11 - Nisqually	Mashel River/Ohop Creek Basin	Ohop Creek Subbasin	Twentyfive Mile Creek (Ohop)	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	NI_25MI_0.24	46.926010	-122.258237																							81.8							
1196	1031	WRIA 11 - Nisqually	Mashel River/Ohop Creek Basin	Ohop Creek Subbasin	Twentyfive Mile Creek (Ohop)	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-001418	46.924389	-122.157444																78.6				91.6										
1197	1001	WRIA 11 - Nisqually	Mashel River/Ohop Creek Basin	Powell Creek Subbasin	Edna Creek tributary	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-000550	46.818048	-122.382747																47.5				53.9										
1198	1016	WRIA 11 - Nisqually	Mashel River/Ohop Creek Basin	Powell Creek Subbasin	Powell Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-001590	46.850753	-122.447837																23.8				34.7										
1199	2695	WRIA 11 - Nisqually	Upper Nisqually River Basin	Goat Lake Subbasin	Copper Creek (Nisqually)	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	NI_COPP_0.33	46.758090	-121.961559																								90.4				79		
1200	1591	WRIA 11 - Nisqually	Upper Nisqually River Basin	Goat Lake Subbasin	Goat Creek (Nisqually)	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	NI_GOAT_0.07	46.751746	-121.941010																										83.8				90.1
1201	2398	WRIA 12 - Chambers-Clover	Clover Creek Basin	Clover Creek/Steilacoom Subbasin	Clover Creek	Pierce County	NPDES 2015 Pierce County Watershed Health Monitoring	CC_CLOV_3.05	47.134571	-122.483005																						36.9								
1202	2267	WRIA 12 - Chambers-Clover	Clover Creek Basin	Clover Creek/Steilacoom Subbasin	Clover Creek	Pierce County	PC Raise the Grade	CC_CLOV_6.58	47.130867	-122.425764																					10.2									
1203	2402	WRIA 12 - Chambers-Clover	Clover Creek Basin	Clover Creek/Steilacoom Subbasin	Clover Creek	Pierce County	NPDES 2015 Pierce County Watershed Health Monitoring	CC_CLOV_6.63	47.130306	-122.425871																						15.4								
1204	2399	WRIA 12 - Chambers-Clover	Clover Creek Basin	Clover Creek/Steilacoom Subbasin	Clover Creek	Pierce County	NPDES 2015 Pierce County Watershed Health Monitoring	CC_CLOV_7.77	47.126130	-122.406676																						49								
1205	2266	WRIA 12 - Chambers-Clover	Clover Creek Basin	Clover Creek/Steilacoom Subbasin	Clover Creek	Pierce County	PC Raise the Grade	CC_CLOV_SC_0.43	47.126333	-122.423145																					27.1									
1206	2488	WRIA 12 - Chambers-Clover	Clover Creek Basin	Clover Creek/Steilacoom Subbasin	Clover Creek	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-027310	47.153806	-122.520315																						36								
1207	2012	WRIA 13 - Deschutes	Deschutes Prairie Basin	Lower Deschutes River Subbasin	Chambers Creek (Deschutes)	Thurston County	Environmental Health	ChambersThCoHealth	46.996130	-122.876250						48.2	75.2	66.8	72.7	65.6	71.8	70.8	72.4		71.1	60	64.6	57.3		69.7										
1208	2988	WRIA 13 - Deschutes	Deschutes Prairie Basin	Lower Deschutes River Subbasin	Ellis Creek (Deschutes)	City of Olympia	Olympia Stream Team	13.0022	47.076449	-122.892061																									77.3	86.2	83.8	76.1	58.1	
1209	812	WRIA 13 - Deschutes	Deschutes Prairie Basin	Lower Deschutes River Subbasin	Ellis Creek (Deschutes)	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	EllisThCoPriestPt	47.076595	-122.891136									82.3	79.2	80.1	70.5	76.6	69	62.9	80.7		73	75.9											77.7
1210	2989	WRIA 13 - Deschutes	Deschutes Prairie Basin	Lower Deschutes River Subbasin	Indian Creek (Lower Deschutes)	City of Olympia	Olympia Stream Team	13.0026	47.036156	-122.871635																									39.5		15.2	36.4	29.8	
1211	1786	WRIA 13 - Deschutes	Deschutes Prairie Basin	Lower Deschutes River Subbasin	Indian Creek (Lower Deschutes)	Washington State Department of Ecology	Effectiveness Monitoring for the Deschutes River TMDL Project	13-INDBIO-2.5	47.037400	-122.888000																			35.4	33.2										
1212	1787	WRIA 13 - Deschutes	Deschutes Prairie Basin	Lower Deschutes River Subbasin	Indian Creek (Lower Deschutes)	Washington State Department of Ecology	Effectiveness Monitoring for the Deschutes River TMDL Project	13-INDBIO-3.7	47.036500	-122.871500																			28.3	38.1										
1213	1467	WRIA 13 - Deschutes	Deschutes Prairie Basin	Lower Deschutes River Subbasin	Indian Creek (Lower Deschutes)	Washington State Department of Ecology	Effectiveness Monitoring for the Deschutes River TMDL Project	INDIAN-1	47.036760	-122.871200																		32.9												
1214	815	WRIA 13 - Deschutes	Deschutes Prairie Basin	Lower Deschutes River Subbasin	Indian Creek (Lower Deschutes)	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	IndianThCoWheeler	47.035544	-122.881733										49	51.6	40.2	50.1	55.5	27.9	40.9		47.8	52.9											33.3
1215	2987	WRIA 13 - Deschutes	Deschutes Prairie Basin	Lower Deschutes River Subbasin	Mission Creek	City of Olympia	Olympia Stream Team	13.0025	47.067197	-122.894117																										75.3	71.3	77.8	62.7	
1216	818	WRIA 13 - Deschutes	Deschutes Prairie Basin	Lower Deschutes River Subbasin	Mission Creek	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	MissionThCoBethel	47.063684	-122.884651										64.6	54.3	48.8	61.9	52.8	65.7	63.3			67.9											
1217	2990	WRIA 13 - Deschutes	Deschutes Prairie Basin	Lower Deschutes River Subbasin	Moxlie Creek	City of Olympia	Olympia Stream Team	13.0027	47.027608	-122.882646																									44.3		24.1		35.2	
1218	1468	WRIA 13 - Deschutes	Deschutes Prairie Basin	Lower Deschutes River Subbasin	Moxlie Creek	Washington State Department of Ecology	Effectiveness Monitoring for the Deschutes River TMDL Project	INDIAN-2	47.037500	-122.889400																		46.8												
1219	819	WRIA 13 - Deschutes	Deschutes Prairie Basin	Lower Deschutes River Subbasin	Moxlie Creek	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	MoxlieThCoWatershedPk	47.033186	-122.888892										34.4	16.9	25.3	19.9	39.3	41.4	51		36.1	37.2											18.4
1220	2992	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	Black Lake Ditch	City of Olympia	Olympia Stream Team	13.0030	47.027213	-122.939046																									21.7	45.2		13	17.4	
1221	811	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	Black Lake Ditch	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	BlackLakeThCoRWJ	47.027403	-122.939449											13.6	19.9	12.3	18.4	13.3	23.4		25.1	28.6											24.8
1222	2013	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	Green Cove Creek	Thurston County	Environmental Health	GreenCoveThCoHealth	47.094560	-122.945270					52.1	66.8	76.9	66.5	68.9	75.9	63.8	52.7	51.6		60.1	69	59.8	68.9		63.2										
1223	814	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	Green Cove Creek	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	GreenThCo36th	47.083383	-122.950408									54.2	71.9	74.6	49.9	49	49.3	54	48.2		69.6	71.1							80.1		56.6		
1224	817	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	McLane Creek	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	McLaneThCoDNR	46.997729	-123.009667									80.6	82.5	76.8	85.1	73.3	78.2	77.3	70.7		62.1	82.1							63.4			73	
1225	2015	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	McLane Creek	Thurston County	Environmental Health	McLaneThCoHealth	47.031520	-122.990520					61.6	30.3	71.6	61.6	56.1	56.6	69.2	68.7	75.7		73.2	57	64.9	79.2		53.2	70.6					58.8	37.6	33.4		
1226	3012	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	Percival Creek	City of Olympia	Olympia Stream Team	13.0029	47.032999	-122.918807																									62.1	36.8	37.3	41.9	42.8	
1227	2993	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	Percival Creek	City of Olympia	Olympia Stream Team	13.0029-2	47.023130	-122.932170																									65	48.8	63.1	58.6	32.6	
1228	1942	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	Percival Creek	Washington State Department of Ecology	Effectiveness Monitoring for the Deschutes River TMDL Project	13-PERCBIOT-1.7	47.027400	-122.939900																				8.5										
1229	3362	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	Percival Creek	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	ChapparelPercival	47.016084	-122.932727																														49.5
1230	2971	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	Percival Creek	City of Tumwater	City of Tumwater Macroinvertebrate Sampling	Percival Creek at South Puget Sound Community Coll	47.023597	-122.931516																										73.1				
1231	3363	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	Percival Creek	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	PercivalCreekOly	47.032930	-122.918750																														42.1
1232	2016	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	Percival Creek	Thurston County	Environmental Health	PercivalThCoHealth	47.032930	-122.918750					11.6	19.3	29.5	36.3	34.7	37.6	47.3	46.7	39.6		70.6	52	39.9	45.4		40										
1233	821	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	Percival Creek	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	PercThCoSPSCC	47.024938	-122.932743									46.6	62.7	55.8	41.3	55.9	57.9	52.2	47.9		42.1	38											42.4
1234	2010	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	Perry Creek (Deschutes)	Thurston County	Environmental Health	PerryThCoHealth	47.049390	-123.005310					67.6	69.6	78.7	88.3	72.3	72.7	83.3	73.3	85.2	86.1	72.9	89.2	82.2	86		84.7	86.6									
1235	2991	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	Schneider Creek	City of Olympia	Olympia Stream Team	13.0131	47.059940	-122.917149																									28	62.2	41.8		44.9	
1236	3118	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	Schneider Creek	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	SchneiderThCOHwy101	47.092648	-123.064488																												84.1	89.9	84.3
1237	2009	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	Schneider Creek	Thurston County	Environmental Health	SchneiderT-ThCoHealth	47.092060	-123.070720					45.6	71.5	76.3		82.6	64.8	63.7	61.3	68.8	77.3	83.9	73.3	81.3	76.2		68.2	68.2									
1238	822	WRIA 13 - Deschutes	Deschutes Prairie Basin	McLane Creek Subbasin	Schneider Creek	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	SchneidThCoWestBayDr	47.060310	-122.915511										33.6	41.4	37.4	33.2	41.1	46.9	38.6		28.5	35.6											42.7
1239	813	WRIA 13 - Deschutes	Deschutes Prairie Basin	Woodland Creek Subbasin	Fox Creek	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	FoxThCoPGRd	47.074206	-122.812395											8.6	4.5	16.9	5.3	7.8	22.9		39.6	41.5											
1240	820	WRIA 13 - Deschutes	Deschutes Prairie Basin	Woodland Creek Subbasin	Palm Creek (Deschutes)	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	PalmThCoPGRd	47.068992	-122.826936											79.5	77.4	68.6	75.2		70		33.1	82.5											
1241	2011	WRIA 13 - Deschutes	Deschutes Prairie Basin	Woodland Creek Subbasin	Woodard Creek	Thurston County	Environmental Health	WoodardThCoHealth	47.091420	-122.863230					61.4	61	82	65.7	76.7	68.8	69.9	81.9	68.2	70.5	82.9	56.1	53.1	65.7		62.2						55.7			30.8	
1242	3011	WRIA 13 - Deschutes	Deschutes Prairie Basin	Woodland Creek Subbasin	Woodland Creek	City of Olympia	Olympia Stream Team	13.0006	45.000000	-125.000000																									25.9					
1243	2356	WRIA 13 - Deschutes	Deschutes Prairie Basin	Woodland Creek Subbasin	Woodland Creek	Washington State Department of Ecology	Henderson Inlet Effectiveness Monitroing Study	13-WC1.9 -MR	47.071600	-122.817200																					54.4									
1244	2347	WRIA 13 - Deschutes	Deschutes Prairie Basin	Woodland Creek Subbasin	Woodland Creek	Washington State Department of Ecology	Henderson Inlet Effectiveness Monitroing Study	13-WC3.1-MR	47.060930	-122.804021																					60.2									
1245	2755	WRIA 13 - Deschutes	Deschutes Prairie Basin	Woodland Creek Subbasin	Woodland Creek	Washington State Department of Ecology	Watershed Health data for Monitoring the Effectiveness of Pollution Control Activities on Agricultural Lands, Woodland Creek	EFF26600-WC02.6	47.064450	-122.809170																						60.7								
1246	2756	WRIA 13 - Deschutes	Deschutes Prairie Basin	Woodland Creek Subbasin	Woodland Creek	Washington State Department of Ecology	Watershed Health data for Monitoring the Effectiveness of Pollution Control Activities on Agricultural Lands, Woodland Creek	EFF26600-WC04.3	47.042800	-122.805500																						13.3								
1247	2463	WRIA 13 - Deschutes	Deschutes Prairie Basin	Woodland Creek Subbasin	Woodland Creek	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-007914	47.061007	-122.804292																						49.2								
1248	824	WRIA 13 - Deschutes	Deschutes Prairie Basin	Woodland Creek Subbasin	Woodland Creek	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	WoodlandAThCoPGRd	47.071816	-122.817257									49	34.1	42.6	39.6	33.9	29.2	39	39.9		39.6	58.7											
1249	825	WRIA 13 - Deschutes	Deschutes Prairie Basin	Woodland Creek Subbasin	Woodland Creek	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	WoodlandBThCoDraham	47.061025	-122.804289									64	60	44.1	37	20.3	49	45.9	39.7		45.6	50.1									48.3	52.8	51.8
1250	3359	WRIA 14 - Kennedy-Goldsborough	Kennedy Creek/Goldsborough Creek Basin	Kennedy Creek Subbasin	Kennedy Creek	Thurston County	Thurston County Benthic Macroinvertebrate Monitoring	KennedyCr@OldOlympicHwy	47.095283	-123.090793																														69.1
1251	2014	WRIA 14 - Kennedy-Goldsborough	Kennedy Creek/Goldsborough Creek Basin	Kennedy Creek Subbasin	Kennedy Creek	Thurston County	Environmental Health	KennedyThCoHealth	47.095283	-123.090793					40.9	67.3	69.2	70.7	70.7	75.8	51.6	75.4	68		58.4	72.5	61.5	74.1		81.5	64									
1252	2413	WRIA 14 - Kennedy-Goldsborough	Kennedy Creek/Goldsborough Creek Basin	Mason Subbasin	Goldsborough Creek	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-000222	47.212239	-123.138843																						82.6								
1253	1003	WRIA 14 - Kennedy-Goldsborough	Kennedy Creek/Goldsborough Creek Basin	Mason Subbasin	Goldsborough Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-000222	47.212240	-123.138844																65.9														
1254	1576	WRIA 15 - Kitsap	Hood Canal Basin	Bangor-Port Gamble Subbasin	Cattail Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-40	47.762300	-122.704800									46	50.9																				
1255	1448	WRIA 15 - Kitsap	Hood Canal Basin	Bangor-Port Gamble Subbasin	Cougar/Kinman Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-18	47.816400	-122.643900							62.2		46.1																					
1256	1293	WRIA 15 - Kitsap	Hood Canal Basin	Bangor-Port Gamble Subbasin	Cougar/Kinman Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-023	47.820700	-122.648700																	60.5		48.9		68.6		64.1		61.8			58.1		53.4
1257	1577	WRIA 15 - Kitsap	Hood Canal Basin	Bangor-Port Gamble Subbasin	Devil's Hole Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-48	47.725600	-122.735000									53.9	43.7																				
1258	1585	WRIA 15 - Kitsap	Hood Canal Basin	Bangor-Port Gamble Subbasin	Devil's Hole Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-49	47.721600	-122.731500										12.5																				
1259	1586	WRIA 15 - Kitsap	Hood Canal Basin	Bangor-Port Gamble Subbasin	Devil's Hole Creek	Kitsap County	Navy's Envvest Benthic Monitoring in Kitsap	ENVVEST-50	47.723700	-122.733200										32.6																				
