Row	Site ID	WRIA	Basin	Subbasin	Stream	Agency	Project	Site Code	Latitude	Longitude	2021	2022	2023	2024
257	576	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	W Lake Sammamish Subbasin	Lewis Creek (Lake Sammamish)	City of Bellevue	Macroinvertebrates	LewisBelRM0.3	47.567000	-122.093000		51.5	42.3	
258	575	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	W Lake Sammamish Subbasin	Lewis Creek (Lake Sammamish)	City of Bellevue	Macroinvertebrates	LewisBelRM0.8	47.562000	-122.099000	28.5	23.5	46.1	
259	1941	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	W Lake Sammamish Subbasin	Lewis Creek (Lake Sammamish)	City of Bellevue	Macroinvertebrates	LewisBelRM2.1	47.557500	-122.114800	61.5	67.5	57.4	
260	161	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	W Lake Sammamish Subbasin	Vasa Creek	King County - DNRP	Ambient Monitoring	08LAK2827	47.578488	-122.113038	19	2.2	16.7	
261	1649	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	W Lake Sammamish Subbasin	Vasa Creek	City of Bellevue	Macroinvertebrates	VasaRM1.9	47.565960	-122.137434	13.3	12.8	22.5	
262	210	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Black River Subbasin	Garrison Creek - S Fork	King County - DNRP	Ambient Monitoring	09BLA0722	47.407005	-122.216196	21.5	24.5	35.9	
263	208	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Black River Subbasin	Mill Creek (Kent)	King County - DNRP	Ambient Monitoring	09BLA0675	47.381499	-122.221081	20.2	35.1	18	
264	209	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Black River Subbasin	Mill Creek (Kent)	King County - DNRP	Ambient Monitoring	09BLA0716	47.382722	-122.223995	30.5	28.7	30.9	
265	211	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Black River Subbasin	Mill Creek (Kent)	King County - DNRP	Ambient Monitoring	09BLA0756	47.369338	-122.208823	14.5	28.2		
266	213	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Black River Subbasin	Panther Creek (Black River)	King County - DNRP	Ambient Monitoring	09BLA0771	47.442177	-122.207574	29.3	28.9	32.4	
267	214	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Black River Subbasin	Panther Creek (Black River)	King County - DNRP	Ambient Monitoring	09BLA0772	47.445022	-122.211052	35.1	17.2	19.2	
268	212	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Black River Subbasin	Springbrook Creek (Black River)	King County - DNRP	Ambient Monitoring	09BLA0768	47.428348	-122.214069	55.9	53.6		
269	216	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Black River Subbasin	Springbrook Creek tributary (0006B)	King County - DNRP	Ambient Monitoring	09BLA0817	47.466040	-122.207183	1.4	1.2	0	
270	225	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Coal Creek (Green) Subbasin	Coal Creek (Green River)	King County - DNRP	Ambient Monitoring	09DEE2208	47.266907	-121.916937	83.8	71	84.4	
271	228	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Coal Creek (Green) Subbasin	Coal Creek (Green River)	King County - DNRP	Ambient Monitoring	09DEE2294	47.275939	-121.894775	79.1	85.6	89.3	
272	217	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Covington Creek Subbasin	Covington Creek	King County - DNRP	Ambient Monitoring	09COV1165	47.319190	-122.119050	65.9	78.6	80.7	
273	218	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Covington Creek Subbasin	Covington Creek	King County - DNRP	Ambient Monitoring	09COV1418	47.309330	-122.077692	78.3	60.1	68.9	
274	220	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Covington Creek Subbasin	Covington Creek	King County - DNRP	Ambient Monitoring	09COV1756	47.328770	-122.022072	84.3	77.2	72.8	
275	3454	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Covington Creek Subbasin	Covington Creek	Washington State Department of Ecology	TMDL Biological Monitoring of Soos Creek watershed	EFF755XX-CO01.5	47.312395	-122.107782			78.8	
276	3455	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Covington Creek Subbasin	Covington Creek	Washington State Department of Ecology	TMDL Biological Monitoring of Soos Creek watershed	EFF755XX-CO02.2	47.312350	-122.096581			86.7	
277	3456	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Covington Creek Subbasin	Covington Creek	Washington State Department of Ecology	TMDL Biological Monitoring of Soos Creek watershed	EFF755XX-CO03.6	47.309330	-122.077692			80	
278	222	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Covington Creek Subbasin	Rock Creek tributary (Covington)	King County - DNRP	Ambient Monitoring	09COV1862	47.317211	-122.005220	67.3	50.1	32.7	
279	223	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Covington Creek Subbasin	Rock Creek tributary (Covington)	King County - DNRP	Ambient Monitoring	09COV1864	47.325762	-122.001348	56.8	42.9	45.7	
280	224	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Deep Creek Subbasin	Deep Creek (Green River)	King County - DNRP	Ambient Monitoring	09DEE2163	47.282302	-121.932687	37.2	53.5	71.3	38.8
281	226	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Deep Creek Subbasin	Deep Creek (Green River)	King County - DNRP	Ambient Monitoring	09DEE2211	47.285142	-121.923905	49.4	58.3	70.1	51.1
282	230	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Duwamish River Subbasin	Duwamish River tributary (0001E)	King County - DNRP	Ambient Monitoring	09DUW0091	47.510357	-122.322142	8.1	8.6	29.3	
283	232	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Duwamish River Subbasin	Duwamish River tributary (0003)	King County - DNRP	Ambient Monitoring	09DUW0225	47.502212	-122.300156	3.7	7.7	5.2	
284	233	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Duwamish River Subbasin	Riverton Creek (003D)	King County - DNRP	Ambient Monitoring	09DUW0277	47.489932	-122.289451	28.9			
285	234	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Jenkins Creek Subbasin	Jenkins Creek	King County - DNRP	Ambient Monitoring	09JEN1318	47.362218	-122.099903	84.4	51.9	39	
286	235	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Jenkins Creek Subbasin	Jenkins Creek	King County - DNRP	Ambient Monitoring	09JEN1357	47.368900	-122.098899	63.6	62.5	66.8	
287	3457	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Jenkins Creek Subbasin	Jenkins Creek	Washington State Department of Ecology	TMDL Biological Monitoring of Soos Creek watershed	EFF755XX-JE02.6	47.362218	-122.099903			57.8	
288	10	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Longfellow Creek Subbasin	Longfellow Creek	City of Seattle	Status & Trends	LF04	47.566307	-122.366733		0.5		
289	35	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Longfellow Creek Subbasin	Longfellow Creek	City of Seattle	Status & Trends	LFMA0954	47.529961	-122.363695		9		
290	36	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Longfellow Creek Subbasin	Longfellow Creek	City of Seattle	Status & Trends	LFMA2559	47.543087	-122.363956		4.4		
291	37	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Longfellow Creek Subbasin	Longfellow Creek	City of Seattle	Status & Trends	LFMA3396	47.555002	-122.367783		3.4		
292	38	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Longfellow Creek Subbasin	Longfellow Creek	City of Seattle	Status & Trends	LFMA3490	47.558780	-122.368681		0		
293	1795	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Longfellow Creek Subbasin	Puget Creek	City of Seattle	Status & Trends	PU01	47.557726	-122.353826		1		
294	240	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Lower Green River - E Subbasin	Green River - Lower tributary (S 277th St.)	King County - DNRP	Ambient Monitoring	09LOW0753	47.353074	-122.207510	33.3	41	19	
295	239	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Lower Green River - E Subbasin	Olson Creek	King County - DNRP	Ambient Monitoring	09LOW0751	47.343487	-122.205040	82	79.9	77.4	
296	237	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Lower Green River - W Subbasin	Lower Green River tributary (0036B)	King County - DNRP	Ambient Monitoring	09LOW0325	47.464905	-122.281488	9.1			
297	246	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Middle Green River Subbasin	Cristy Creek	King County - DNRP	Ambient Monitoring	09MID1744	47.272614	-122.021072	63.7	68.3	77.3	
298	247	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Middle Green River Subbasin	Cristy Creek	King County - DNRP	Ambient Monitoring	09MID1817	47.267990	-122.009736	61.9	66.4	70.6	
299	249	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Middle Green River Subbasin	Green River - Middle tributary	King County - DNRP	Ambient Monitoring	09MID2426	47.315006	-121.867614	74.1	76.8	76.1	
300	248	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Middle Green River Subbasin	Icy Creek	King County - DNRP	Ambient Monitoring	09MID1958	47.278886	-121.978571	59.4	51.2		
301	242	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Middle Green River Subbasin	O'Grady Creek	King County - DNRP	Ambient Monitoring	09MID1374	47.275597	-122.088114	79	45.2	86.1	
302	251	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Mill Creek Subbasin	Mill Creek (Auburn)	King County - DNRP	Ambient Monitoring	09MIL0340	47.303209	-122.272324	44.9	60.7	42	
303	252	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Mill Creek Subbasin	Mill Creek (Auburn)	King County - DNRP	Ambient Monitoring	09MIL0390	47.303166	-122.260837	52	40.4	39.3	
304	254	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Newaukum Creek Subbasin	Newaukum Creek	King County - DNRP	Ambient Monitoring	09NEW1657	47.250042	-122.037744	63.3	61.2	75.9	
305	259	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Newaukum Creek Subbasin	Newaukum Creek	King County - DNRP	Ambient Monitoring	09NEW2102	47.231078	-121.946030	87.7	71.9	92	
306	257	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Newaukum Creek Subbasin	Newaukum Creek - N Fork	King County - DNRP	Ambient Monitoring	09NEW2076	47.235936	-121.950976	65.7	80.3	85.8	
307	260	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Newaukum Creek Subbasin	Newaukum Creek - N Fork	King County - DNRP	Ambient Monitoring	09NEW2128	47.234245	-121.935190	90.5	79.4	71	
308	262	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Big Soos Creek	King County - DNRP	Ambient Monitoring	09SOO0943	47.308550	-122.169040	68.3	52	76.8	
309	3452	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Big Soos Creek	Washington State Department of Ecology	TMDL Biological Monitoring of Soos Creek watershed	EFF755XX-BS00.7	47.308550	-122.169040			64	
310	3453	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Big Soos Creek	Washington State Department of Ecology	TMDL Biological Monitoring of Soos Creek watershed	EFF755XX-BS04.7	47.336409	-122.135101			70.1	
311	270	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Little Soos Creek	King County - DNRP	Ambient Monitoring	09SOO1209	47.358599	-122.125122	50.4	50.5	82.6	
312	271	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Little Soos Creek	King County - DNRP	Ambient Monitoring	09SOO1283	47.372825	-122.113902	43.1	60.2	53.1	
313	3458	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Little Soos Creek	Washington State Department of Ecology	TMDL Biological Monitoring of Soos Creek watershed	EFF755XX-LS00.3	47.358599	-122.125122			64.3	
314	3459	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Meridian Valley Creek	Washington State Department of Ecology	TMDL Biological Monitoring of Soos Creek watershed	EFF755XX-MV00.2	47.372250	-122.147920			18.4	
315	267	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Soos Creek	King County - DNRP	Ambient Monitoring	09SOO1130	47.318170	-122.135959	72.1	74.4	61.5	
316	268	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Soos Creek	King County - DNRP	Ambient Monitoring	09SOO1134	47.336409	-122.135101	79.4	36.9	74.5	
317	264	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Soosette Creek	King County - DNRP	Ambient Monitoring	09SOO1022	47.331725	-122.155276	63.6	58.2	65.6	
318	3461	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Soosette Creek	Washington State Department of Ecology	TMDL Biological Monitoring of Soos Creek watershed	EFF755XX-SO01.3	47.331725	-122.155276			59.9	
319	2537	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Upper Green River Subbasin	Sunday Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-SUND04	47.253600	-121.383000			91	
320	551	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Dumas Bay Subbasin	Joes Creek	City of Federal Way	Macroinvertebrate Sampling	JoesFW509	47.326731	-122.376700	10.4	9.7	10.6	
321	552	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Dumas Bay Subbasin	Joes Creek	City of Federal Way	Macroinvertebrate Sampling	JoesFWLMR	47.324608	-122.376156	7.7	6.1	18.6	
322	554	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Dumas Bay Subbasin	Lakota Creek	City of Federal Way	Macroinvertebrate Sampling	LakFWEast	47.325175	-122.367683	16.5	19.9	13.5	
323	553	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Dumas Bay Subbasin	Lakota Creek	City of Federal Way	Macroinvertebrate Sampling	LakFWWWTP	47.325825	-122.369636	18.4	27.3	45.7	
324	1	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Lower Puget Sound - Seattle Subbasin	Fauntleroy Creek	City of Seattle	Status & Trends	FA02	47.522438	-122.392214		51.5		
325	34	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Lower Puget Sound - Seattle Subbasin	Fauntleroy Creek	City of Seattle	Status & Trends	FAMA0851	47.521366	-122.386388		38.8		
326	515	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Lower Puget Sound - Seattle Subbasin	Schmitz Creek	City of Seattle	Status & Trends	SCMA9065	47.575194	-122.401214		10.1		
327	1628	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Miller Creek Subbasin	Miller Creek	King County - DNRP	Miller-Walker	Miller_Cove	47.444560	-122.354510	4.6	3.2	20.2	
328	1635	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Miller Creek Subbasin	Miller Creek	King County - DNRP	Miller-Walker	Miller_SWSSD	47.447902	-122.348134	8.8	14.9	16.5	
329	1600	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Miller Creek Subbasin	Walker Creek	King County - DNRP	Miller-Walker	WalkerPreserve	47.452032	-122.337736	43.9	46.1	33.8	
330	2949	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Beall Creek	Vashon Nature Center	Vashon Benthic Macroinvertebrate Sampling	BeallVNC1	47.448819	-122.445509			31	
331	272	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Christenson Creek	King County - DNRP	Vashon	VashChris	47.402770	-122.516930	61.1	66.2	62.8	
332	2657	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Ellis Creek (Vashon)	Vashon Nature Center	Vashon Benthic Macroinvertebrate Sampling	E1223	47.416948	-122.442399	18.6			
333	523	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Fisher Creek (Vashon)	King County - DNRP	Regulatory Effectiveness	65B	47.383942	-122.481469	64.8	52.7		
334	1910	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Fisher Creek (Vashon)	Vashon Nature Center	Vashon Benthic Macroinvertebrate Sampling	65B	47.383942	-122.481469		74		
335	2714	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Gorsuch Creek	Vashon Nature Center	Vashon Benthic Macroinvertebrate Sampling	P847	47.453867	-122.445505	49.6			
336	525	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Judd Creek	King County - DNRP	Regulatory Effectiveness	28A	47.403459	-122.468866	67.8	75	54.3	
337	2816	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Shinglemill Creek	Vashon Nature Center	Vashon Benthic Macroinvertebrate Sampling	E1236	47.478435	-122.481798	67.3	48.7	42.4	
338	2263	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Shinglemill Creek	Vashon Nature Center	Vashon Benthic Macroinvertebrate Sampling	ShingUp1	47.465210	-122.475060	43.5	59	51.1	
339	274	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Shinglemill Creek	King County - DNRP	Vashon	VashShing	47.476280	-122.481500	56.9	46.8	35.4	
340	524	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Tahlequah Creek	King County - DNRP	Regulatory Effectiveness	65A	47.334583	-122.508608	52.2	50.1		
341	2261	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Tahlequah Creek	Vashon Nature Center	Vashon Benthic Macroinvertebrate Sampling	65A	47.334554	-122.508612	50.3			
342	2759	WRIA 10 - Puyallup-White	Carbon River Basin	Carbon River Subbasin	Voight Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	CW_VOIG_0.23	47.084444	-122.182500			67.5	
343	3119	WRIA 10 - Puyallup-White	Carbon River Basin	S Prairie Creek Subbasin	S Prairie Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	CW_SPRA_1.27	47.109203	-122.145174	63.6			
344	3208	WRIA 10 - Puyallup-White	Carbon River Basin	S Prairie Creek Subbasin	S Prairie Creek	Puyallup Tribe of Indians	Status and Trends	SPC-RM0.3	47.104225	-122.150084		69.7		
345	3209	WRIA 10 - Puyallup-White	Carbon River Basin	S Prairie Creek Subbasin	S Prairie Creek	Puyallup Tribe of Indians	Status and Trends	SPC-RM4.05 MC	47.135016	-122.120051		77.1		
346	3207	WRIA 10 - Puyallup-White	Carbon River Basin	S Prairie Creek Subbasin	S Prairie Creek	Puyallup Tribe of Indians	Status and Trends	SPC-RM4.05 SC	47.135580	-122.120941		69		
347	3214	WRIA 10 - Puyallup-White	Carbon River Basin	S Prairie Creek Subbasin	S Prairie Creek	Puyallup Tribe of Indians	Status and Trends	SPC-RM6	47.139012	-122.091667		69.4		
348	3216	WRIA 10 - Puyallup-White	Carbon River Basin	S Prairie Creek Subbasin	S Prairie Creek	Puyallup Tribe of Indians	Status and Trends	SPC-RM6.3	47.136456	-122.081297		74.8		
349	3478	WRIA 10 - Puyallup-White	Carbon River Basin	S Prairie Creek Subbasin	South Prairie Creek	Puyallup Tribe of Indians	Status and Trends	SPC_NC_RM4.1	47.135627	-122.120743				75.8
350	3339	WRIA 10 - Puyallup-White	Carbon River Basin	S Prairie Creek Subbasin	South Prairie Creek	Puyallup Tribe of Indians	Status and Trends	SPC-1	47.139316	-122.092016			78	
351	3340	WRIA 10 - Puyallup-White	Carbon River Basin	S Prairie Creek Subbasin	South Prairie Creek	Puyallup Tribe of Indians	Status and Trends	SPC-LB	47.133752	-122.058358			62.5	
352	2699	WRIA 10 - Puyallup-White	Carbon River Basin	S Prairie Creek Subbasin	Spiketon Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	CW_SPIK_0.01	47.138415	-122.064285	62.9			
353	3479	WRIA 10 - Puyallup-White	Carbon River Basin	S Prairie Creek Subbasin	Spring Creek	Puyallup Tribe of Indians	Status and Trends	SPRING_RM0.35	47.136179	-122.122573				53.4
354	98	WRIA 10 - Puyallup-White	Carbon River Basin	Wilkeson Creek Subbasin	Wilkeson Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	CW_WILK_3.38	47.114500	-122.063900			85.5	
355	3342	WRIA 10 - Puyallup-White	Carbon River Basin	Wilkeson Creek Subbasin	Wilkeson Creek	Puyallup Tribe of Indians	Status and Trends	WILK-1	47.114029	-122.065434			75.9	
356	3215	WRIA 10 - Puyallup-White	Carbon River Basin	Wilkeson Creek Subbasin	Wilkeson Creek	Puyallup Tribe of Indians	Status and Trends	WILK-RM0.1	47.135494	-122.074344		66.1		
357	3211	WRIA 10 - Puyallup-White	Carbon River Basin	Wilkeson Creek Subbasin	Wilkeson Creek	Puyallup Tribe of Indians	Status and Trends	WILK-RM1.2	47.123531	-122.079323		78		
358	3213	WRIA 10 - Puyallup-White	Carbon River Basin	Wilkeson Creek Subbasin	Wilkeson Creek	Puyallup Tribe of Indians	Status and Trends	WILK-RM3.0	47.114873	-122.068955		79.2		
359	3468	WRIA 10 - Puyallup-White	Green Waters Basin	Mud Mt Lake Subbasin	Boise Creek	Puyallup Tribe of Indians	Status and Trends	BOI_RM0.05	47.175995	-122.018501				47.9
360	3333	WRIA 10 - Puyallup-White	Green Waters Basin	Mud Mt Lake Subbasin	Boise Creek	Puyallup Tribe of Indians	Status and Trends	BOI-6	47.195458	-121.951852			65.8	
361	3212	WRIA 10 - Puyallup-White	Green Waters Basin	Mud Mt Lake Subbasin	Boise Creek	Puyallup Tribe of Indians	Status and Trends	BOI-GC#2	47.195297	-121.954730		88.6		
362	3469	WRIA 10 - Puyallup-White	Green Waters Basin	Mud Mt Lake Subbasin	Boise Creek	Puyallup Tribe of Indians	Status and Trends	BOINC_RM3.9	47.192079	-121.955794				74.9
363	2227	WRIA 10 - Puyallup-White	Green Waters Basin	Mud Mt Lake Subbasin	Boise Creek	King County - DNRP	Boise Ambient	BSE_1_MudMtnRd	47.175524	-122.018775	56.5	41.3		
364	2228	WRIA 10 - Puyallup-White	Green Waters Basin	Mud Mt Lake Subbasin	Boise Creek	King County - DNRP	Boise Ambient	BSE_21_GolfCrs	47.195154	-121.953301	88.2	34.8		
365	2226	WRIA 10 - Puyallup-White	Green Waters Basin	Mud Mt Lake Subbasin	Boise Creek	King County - DNRP	Boise Ambient	BSE_8_268thAveSE	47.190111	-121.981778	71.7	77.2		
366	2950	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Canyon Creek (Puyallup)	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	CL_CANY_0.54	47.202348	-122.359642		51		
367	95	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Canyonfalls Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	MP_CANY_0.57	47.143672	-122.222738		7.1		
368	1103	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Clarks Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	CL_CLAR_3.93	47.177150	-122.317150		72.1		
369	3334	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Clarks Creek	Puyallup Tribe of Indians	Status and Trends	CLK-7	47.177471	-122.316824			69.2	
370	2697	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Diru Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	CL_DIRU_0.59	47.191311	-122.339390			66	
371	96	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Fennel Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	MP_FENN_0.50	47.151350	-122.216511			77.5	
372	3336	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Hylebos Creek	Puyallup Tribe of Indians	Status and Trends	HYL-2	47.266667	-122.329880			30.4	
373	3364	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Hylebos Creek	City of Federal Way	Macroinvertebrate Sampling	HylbFWEastO213	47.260300	-122.313900			44.7	
374	3337	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Hylebos Creek	Puyallup Tribe of Indians	Status and Trends	HYL-M	47.273264	-122.329957			31.9	
375	2953	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Rody Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	CL_RODY_0.45	47.196154	-122.347017		57.8		
376	3210	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Rody Creek	Puyallup Tribe of Indians	Status and Trends	RODY-1	47.196613	-122.345898		42.4		
377	3477	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Simons Creek (Wapato Creek tributary 0020)	Puyallup Tribe of Indians	Status and Trends	SIMONS_RM0.5	47.221160	-122.305930				61.6
378	3480	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Squally Creek	Puyallup Tribe of Indians	Status and Trends	SQUALLY_RM0.1	47.220846	-122.379493				64.6
379	2401	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Swan Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	CL_SWAN_0.76	47.224000	-122.394080			53.5	
380	3481	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Swan Creek	Puyallup Tribe of Indians	Status and Trends	SWAN_RM1	47.224753	-122.393988				63.9
381	3341	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	Swan Creek	Puyallup Tribe of Indians	Status and Trends	SWAN-6	47.225980	-122.393436			38.1	
382	543	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	W Hylebos Creek	City of Federal Way	Macroinvertebrate Sampling	HylbFW359	47.279381	-122.320600	52.5	60	68.7	
383	1782	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	W Hylebos Creek	City of Federal Way	Macroinvertebrate Sampling	HylbFW359Up	47.280641	-122.319514	53.8	46.3	59.2	
384	548	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	W Hylebos Creek	City of Federal Way	Macroinvertebrate Sampling	HylbFW373Rest	47.268283	-122.328428	54.1	35.1	49.6	
385	549	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	W Hylebos Creek	City of Federal Way	Macroinvertebrate Sampling	HylbFW99	47.273086	-122.329236	38.9	41.6	49.1	
386	550	WRIA 10 - Puyallup-White	Lower Puyallup River Basin	Lower Puyallup River Subbasin	W Hylebos Creek	City of Federal Way	Macroinvertebrate Sampling	HylbFWFtBr	47.274106	-122.329531	33	43.6	36.9	
