Row	Visit ID	Site ID	WRIA Number	WRIA	Basin	Subbasin	Stream	Agency	Project	Site Code	Latitude	Longitude	Event Date	Date Released	Taxonomic Resolution	Total SqFt	Taxa Richness Quantity	Ephemeroptera Richness Quantity	Plecoptera Richness Quantity	Trichoptera Richness Quantity	EPT Richness Quantity	Clinger Richness Quantity	Long-Lived Richness Quantity	Intolerant Richness Quantity	Percent Dominant Quantity	Predator Percent Quantity	Tolerant Percent Quantity	Number of Organisms	Overall Score	Taxa Richness Score	Ephemeroptera Richness Score	Plecoptera Richness Score	Trichoptera Richness Score	Clinger Richness Score	Long-Lived Richness Score	Intolerant Richness Score	Percent Dominant Score	Predator Percent Score	Tolerant Percent Score
448	11898	2817	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Anderson Island Subbasin	Schoolhouse Creek (Anderson Is.)	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	AI_SCHO_0.65	47.158610	-122.704157	7/7/2021	4/15/2022	Fine	8	47	2	8	7	17	11	7	2	36.2%	21.6%	7.6%	500	64.4	6.9	1.4	10.0	7.5	2.4	6.2	2.9	8.9	10.0	8.2
449	13094	737	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Cooper Creek	City of Bainbridge Island	Water Quality and Flow Monitoring Program	CoopBain	47.629022	-122.541568	9/13/2023	3/27/2024	Fine	9	37	5	5	5	15	13	4	3	35.9%	13.2%	7.4%	499	53.5	3.4	5.7	5.7	5.0	3.5	2.5	4.3	8.9	6.1	8.3
450	13095	739	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Issei Creek	City of Bainbridge Island	Water Quality and Flow Monitoring Program	IssBain	47.648191	-122.566575	9/7/2023	3/27/2024	Fine	9	38	4	4	7	15	15	3	0	61.4%	14.2%	2.6%	500	43.9	3.8	4.3	4.3	7.5	4.7	1.2	0.0	2.1	6.6	9.4
451	13096	2359	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Manzanita Creek	City of Bainbridge Island	Water Quality and Flow Monitoring Program	LwrManzBain	47.673299	-122.553632	8/17/2023	3/27/2024	Fine	9	46	4	4	8	16	17	7	2	37.4%	23.2%	3.0%	500	66.7	6.6	4.3	4.3	8.8	5.9	6.2	2.9	8.5	10.0	9.3
452	13097	736	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Murden Creek	City of Bainbridge Island	Water Quality and Flow Monitoring Program	MurdBain	47.655517	-122.523743	9/1/2023	3/27/2024	Fine	9	23	0	1	0	1	5	1	0	54.8%	12.4%	9.0%	500	17.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8	5.7	7.9
453	13098	734	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Ravine Creek	City of Bainbridge Island	Water Quality and Flow Monitoring Program	RavBain	47.625265	-122.515733	8/30/2023	3/27/2024	Fine	9	16	0	1	3	4	4	4	0	76.2%	5.0%	79.4%	282	7.0	0.0	0.0	0.0	2.5	0.0	2.5	0.0	0.0	2.0	0.0
454	13099	735	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Springbrook Creek (Bainbridge)	City of Bainbridge Island	Water Quality and Flow Monitoring Program	SpringBain	47.643873	-122.566852	8/21/2023	3/27/2024	Fine	9	34	3	5	6	14	11	6	1	65.4%	33.2%	3.0%	500	46.3	2.4	2.9	5.7	6.2	2.4	5.0	1.4	1.0	10.0	9.3
455	13100	2235	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Bainbridge Island Subbasin	Whiskey Creek	City of Bainbridge Island	Water Quality and Flow Monitoring Program	WhisBain	47.613700	-122.513061	8/31/2023	3/27/2024	Fine	9	37	5	2	3	10	8	2	1	45.7%	29.1%	8.6%	475	39.4	3.4	5.7	1.4	2.5	0.6	0.0	1.4	6.3	10.0	8.0
456	11903	86	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Artondale Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	GH_ARTO_0.30	47.300062	-122.622276	7/21/2021	4/15/2022	Fine	8	42	3	6	6	15	14	6	0	35.3%	23.8%	7.4%	499	57.9	5.2	2.9	7.1	6.2	4.1	5.0	0.0	9.1	10.0	8.3
457	12347	1297	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Beaver Creek (Kitsap)	Kitsap County	Watershed Health Monitoring	KCSSWM-033	47.569500	-122.560800	7/22/2022	5/1/2023	Fine	8	44	7	8	7	22	23	8	6	43.8%	9.8%	16.2%	500	74.9	5.9	8.6	10.0	7.5	9.4	7.5	8.6	6.8	4.4	6.2
458	12365	1284	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Burley Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-037 - Lower	47.414600	-122.631500	9/15/2022	5/1/2023	Fine	8	37	4	6	8	18	17	4	3	48.8%	8.2%	6.4%	500	53.9	3.4	4.3	7.1	8.8	5.9	2.5	4.3	5.5	3.6	8.5
459	12427	87	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Crescent Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	GH_CRES_0.81	47.357793	-122.578397	7/27/2022	3/6/2023	Fine	8	46	4	9	8	21	23	9	4	59.8%	20.6%	35.8%	500	67.4	6.6	4.3	10.0	8.8	9.4	8.8	5.7	2.5	9.8	1.7
460	13131	869	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Curley Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-038 - Lower	47.515050	-122.551350	9/7/2023	5/14/2024	Fine	8	33	4	8	6	18	16	3	2	52.6%	6.6%	6.4%	500	47.8	2.1	4.3	10.0	6.2	5.3	1.2	2.9	4.4	2.8	8.5
461	11896	2820	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Goodnough Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	GH_GOOD_0.31	47.382185	-122.620521	8/18/2021	4/15/2022	Fine	8	43	4	5	5	14	12	7	1	48.2%	22.8%	24.0%	500	51.2	5.5	4.3	5.7	5.0	2.9	6.2	1.4	5.6	10.0	4.4
462	13170	92	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	McCormick Creek (Gig Harbor)	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	GH_MCCO_0.71	47.363277	-122.618589	8/2/2023	5/8/2024	Fine	8	21	3	2	2	7	9	4	0	55.8%	31.6%	1.0%	206	32.5	0.0	2.9	1.4	1.2	1.2	2.5	0.0	3.6	10.0	9.8
463	12350	1285	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Olalla Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-041	47.428400	-122.568000	8/8/2022	5/1/2023	Fine	8	43	7	8	10	25	25	8	6	57.2%	16.2%	38.0%	500	72.1	5.5	8.6	10.0	10.0	10.0	7.5	8.6	3.2	7.6	1.2
464	12429	908	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Purdy Creek (Burley Lagoon)	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	GH_PURD_0.14	47.389211	-122.625041	8/1/2022	3/6/2023	Fine	8	45	6	9	6	21	18	6	5	44.4%	13.8%	19.0%	500	66.8	6.2	7.1	10.0	6.2	6.5	5.0	7.1	6.6	6.4	5.6
465	12364	2614	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Purdy Creek (Burley Lagoon)	Kitsap County	Watershed Health Monitoring	KCSSWM-058	47.403382	-122.614812	9/26/2022	5/1/2023	Fine	8	42	5	7	10	22	20	7	6	63.6%	11.2%	1.8%	500	68.1	5.2	5.7	8.6	10.0	7.6	6.2	8.6	1.5	5.1	9.6
466	11901	896	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Ray Nash Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	GH_RAYN_0.04	47.318713	-122.659257	7/28/2021	4/15/2022	Fine	8	36	4	5	4	13	13	6	2	43.2%	14.6%	20.6%	500	47.2	3.1	4.3	5.7	3.8	3.5	5.0	2.9	7.0	6.8	5.2
467	13135	2277	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Salmonberry Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-054- (Curley Trib)	47.511472	-122.597103	9/19/2023	5/14/2024	Fine	8	37	5	4	5	14	9	4	1	61.6%	4.6%	6.2%	500	35.9	3.4	5.7	4.3	5.0	1.2	2.5	1.4	2.0	1.8	8.6
468	13128	871	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Carr Inlet Subbasin	Wilson Creek (Colvos Passage)	Kitsap County	Watershed Health Monitoring	KCSSWM-042	47.490533	-122.520763	8/29/2023	5/14/2024	Fine	8	48	5	7	10	22	19	6	6	47.8%	8.8%	21.2%	500	66.9	7.2	5.7	8.6	10.0	7.1	5.0	8.6	5.7	3.9	5.1
469	13121	1270	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Barker Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-001 - Lower	47.637800	-122.670100	8/22/2023	5/14/2024	Fine	8	44	4	8	7	19	20	4	5	59.4%	10.2%	7.6%	500	60.4	5.9	4.3	10.0	7.5	7.6	2.5	7.1	2.6	4.6	8.2
470	12359	889	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Chico Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-002 - Mountaineers	47.586363	-122.729751	7/15/2022	5/1/2023	Fine	8	40	6	8	8	22	24	6	8	59.6%	14.2%	30.0%	500	67.5	4.5	7.1	10.0	8.8	10.0	5.0	10.0	2.5	6.6	3.0
471	13138	1268	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Chico Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-007 - Lower	47.592200	-122.708800	9/27/2023	5/14/2024	Fine	8	42	8	5	6	19	19	5	3	57.8%	10.2%	6.8%	500	58.3	5.2	10.0	5.7	6.2	7.1	3.8	4.3	3.0	4.6	8.4
472	13119	1281	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Clear Creek (Kitsap)	Kitsap County	Watershed Health Monitoring	KCSSWM-017 - Upper West	47.669900	-122.692200	8/21/2023	5/14/2024	Fine	8	41	6	6	8	20	19	6	4	53.0%	12.2%	18.6%	500	61.2	4.8	7.1	7.1	8.8	7.1	5.0	5.7	4.3	5.6	5.7
473	12373	1789	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Clear Creek (Kitsap)	Kitsap County	Watershed Health Monitoring	KCSSWM-045	47.683181	-122.698327	8/22/2022	5/1/2023	Fine	8	56	6	7	10	23	20	6	3	40.4%	9.6%	7.0%	500	73.0	10.0	7.1	8.6	10.0	7.6	5.0	4.3	7.7	4.3	8.4
474	12353	1952	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Clear Creek (Kitsap)	Kitsap County	Watershed Health Monitoring	KCSSWM-049	47.664383	-122.682095	8/3/2022	5/1/2023	Fine	8	25	1	0	3	4	8	4	0	81.4%	0.4%	77.2%	500	5.6	0.0	0.0	0.0	2.5	0.6	2.5	0.0	0.0	0.0	0.0
475	13137	2615	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Clear Creek (Kitsap)	Kitsap County	Watershed Health Monitoring	KCSSWM-059	47.654129	-122.685576	8/24/2023	5/14/2024	Fine	8	30	3	2	4	9	11	3	0	67.3%	2.4%	11.2%	498	21.2	1.0	2.9	1.4	3.8	2.4	1.2	0.0	0.5	0.7	7.4
476	12368	1269	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Dickerson Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-008 - (Chico Trib)	47.583100	-122.716800	8/31/2022	5/1/2023	Fine	8	48	6	8	8	22	23	9	10	48.6%	6.2%	3.8%	500	78.5	7.2	7.1	10.0	8.8	9.4	8.8	10.0	5.5	2.6	9.1
477	13112	1788	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Dickerson Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-046	47.586477	-122.714796	7/17/2023	5/14/2024	Fine	8	56	10	6	9	25	27	9	7	43.2%	13.2%	2.6%	500	88.4	10.0	10.0	7.1	10.0	10.0	8.8	10.0	7.0	6.1	9.4
478	12372	2613	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Dickerson Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-060	47.584188	-122.716094	8/23/2022	5/1/2023	Fine	8	51	7	8	10	25	28	11	10	39.2%	15.4%	1.8%	500	91.7	8.3	8.6	10.0	10.0	10.0	10.0	10.0	8.1	7.2	9.6
479	13129	870	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Illahee Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-010	47.609583	-122.598700	9/6/2023	5/14/2024	Fine	8	46	7	8	7	22	20	8	5	49.2%	8.6%	13.4%	500	70.9	6.6	8.6	10.0	7.5	7.6	7.5	7.1	5.4	3.8	6.9
480	11839	2517	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Lost Creek (Dyes Inlet)	Kitsap County	Watershed Health Monitoring	KCSSWM-057	47.587552	-122.734523	9/1/2021	4/18/2022	Fine	8	51	9	10	9	28	25	10	12	46.6%	15.0%	1.6%	500	91.0	8.3	10.0	10.0	10.0	10.0	10.0	10.0	6.1	7.0	9.6
481	13125	1288	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Mosher Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-012	47.612200	-122.654700	8/24/2023	5/14/2024	Fine	8	42	5	5	8	18	17	7	1	45.1%	13.6%	0.8%	499	61.5	5.2	5.7	5.7	8.8	5.9	6.2	1.4	6.5	6.3	9.8
482	13120	1275	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Steele Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-032 - Lower Main	47.652500	-122.629700	8/16/2023	5/14/2024	Fine	8	38	5	6	7	18	18	3	2	56.7%	8.4%	12.8%	499	48.8	3.8	5.7	7.1	7.5	6.5	1.2	2.9	3.3	3.7	7.0
483	13132	1289	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Strawberry Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-015	47.647400	-122.698600	9/11/2023	5/14/2024	Fine	8	42	4	8	7	19	18	8	4	57.4%	5.4%	30.8%	500	54.8	5.2	4.3	10.0	7.5	6.5	7.5	5.7	3.1	2.2	2.8
484	13114	2516	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Dyes Inlet / Central Kitsap Subbasin	Wildcat Creek (Dyes Inlet)	Kitsap County	Watershed Health Monitoring	KCSSWM-056	47.589032	-122.736157	7/26/2023	5/14/2024	Fine	8	52	7	7	12	26	29	12	12	43.8%	15.6%	3.0%	500	89.2	8.6	8.6	8.6	10.0	10.0	10.0	10.0	6.8	7.3	9.3
485	13173	1590	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Key Peninsula Subbasin	Huge Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	KP_HUGE_0.27	47.389252	-122.698460	8/9/2023	5/8/2024	Fine	8	38	6	4	6	16	19	7	5	50.8%	13.0%	38.0%	500	54.0	3.8	7.1	4.3	6.2	7.1	6.2	7.1	4.9	6.0	1.2
486	13172	107	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Key Peninsula Subbasin	Minter Creek (Key Peninsula)	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	KP_MINT_0.62	47.377118	-122.701725	8/9/2023	5/8/2024	Fine	8	48	4	8	8	20	23	9	5	46.0%	24.2%	2.6%	500	81.2	7.2	4.3	10.0	8.8	9.4	8.8	7.1	6.2	10.0	9.4
487	12430	2952	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Key Peninsula Subbasin	Rocky Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	KP_ROCK_0.10	47.371796	-122.781908	8/3/2022	3/6/2023	Fine	8	44	6	6	7	19	17	4	6	67.8%	4.7%	36.6%	494	48.3	5.9	7.1	7.1	7.5	5.9	2.5	8.6	0.3	1.9	1.5
488	12356	1292	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Liberty-Miller-Appletree Subbasin	Big Scandia Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-020	47.715500	-122.657400	7/26/2022	5/1/2023	Fine	8	43	6	8	5	19	18	6	5	34.0%	15.0%	12.8%	500	69.8	5.5	7.1	10.0	5.0	6.5	5.0	7.1	9.5	7.0	7.0
489	12345	2279	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Liberty-Miller-Appletree Subbasin	Bjorgen Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-053	47.718200	-122.617800	8/11/2022	5/1/2023	Fine	8	44	4	7	4	15	14	5	0	53.2%	6.2%	18.8%	500	42.8	5.9	4.3	8.6	3.8	4.1	3.8	0.0	4.3	2.6	5.6
490	13133	867	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Liberty-Miller-Appletree Subbasin	Carpenter Creek (Kitsap)	Kitsap County	Watershed Health Monitoring	KCSSWM-022 - Upper	47.810435	-122.521057	9/13/2023	5/14/2024	Fine	8	42	4	7	6	17	13	6	2	40.5%	11.0%	5.4%	499	57.1	5.2	4.3	8.6	6.2	3.5	5.0	2.9	7.7	5.0	8.7
491	12346	2282	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Liberty-Miller-Appletree Subbasin	Cowling Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-050	47.745324	-122.562000	8/12/2022	5/1/2023	Fine	8	51	5	5	9	19	16	7	3	47.8%	11.8%	6.8%	500	65.1	8.3	5.7	5.7	10.0	5.3	6.2	4.3	5.7	5.4	8.4
492	13113	1282	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Liberty-Miller-Appletree Subbasin	Dogfish Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-024 - Lower Main	47.752200	-122.647400	7/24/2023	5/14/2024	Fine	8	47	5	7	10	22	20	5	4	44.6%	11.8%	18.8%	500	65.9	6.9	5.7	8.6	10.0	7.6	3.8	5.7	6.6	5.4	5.6
493	13136	875	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Liberty-Miller-Appletree Subbasin	Dogfish Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-025 - Upper West Fork	47.762461	-122.637206	8/21/2023	5/14/2024	Fine	8	46	8	8	10	26	23	5	4	36.4%	26.0%	0.6%	500	84.1	6.6	10.0	10.0	10.0	9.4	3.8	5.7	8.8	10.0	9.9
494	13116	1283	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Liberty-Miller-Appletree Subbasin	Dogfish Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-026 - Upper East Fork	47.756900	-122.631900	8/7/2023	5/14/2024	Fine	8	36	3	9	7	19	16	8	4	79.6%	5.0%	66.0%	500	44.0	3.1	2.9	10.0	7.5	5.3	7.5	5.7	0.0	2.0	0.0
495	12366	1294	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Liberty-Miller-Appletree Subbasin	Johnson Creek (Kitsap)	Kitsap County	Watershed Health Monitoring	KCSSWM-029	47.733500	-122.663400	9/14/2022	5/1/2023	Fine	8	49	5	6	7	18	14	8	3	29.0%	11.4%	19.6%	500	64.5	7.6	5.7	7.1	7.5	4.1	7.5	4.3	10.0	5.2	5.4
496	13118	2278	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Liberty-Miller-Appletree Subbasin	Johnson Creek (Kitsap)	Kitsap County	Watershed Health Monitoring	KCSSWM-055	47.733053	-122.664181	7/26/2023	5/14/2024	Fine	8	52	5	10	9	24	22	11	6	39.8%	18.0%	13.4%	500	85.0	8.6	5.7	10.0	10.0	8.8	10.0	8.6	7.9	8.5	6.9
497	13139	2280	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	Liberty-Miller-Appletree Subbasin	Lemolo Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-052	47.728700	-122.610900	10/6/2023	5/14/2024	Fine	8	51	8	10	5	23	19	8	7	47.2%	6.0%	1.4%	500	75.9	8.3	10.0	10.0	5.0	7.1	7.5	10.0	5.9	2.5	9.7
498	13123	1291	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	S Sinclair Inlet Subbasin	Anderson Creek (Kitsap)	Kitsap County	Watershed Health Monitoring	KCSSWM-019	47.523923	-122.682634	8/23/2023	5/14/2024	Fine	8	39	8	6	7	21	18	6	6	71.4%	8.2%	52.8%	500	52.4	4.1	10.0	7.1	7.5	6.5	5.0	8.6	0.0	3.6	0.0
499	13134	866	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	S Sinclair Inlet Subbasin	Blackjack Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-034 - Lower	47.534900	-122.632000	9/13/2023	5/14/2024	Fine	8	39	6	6	10	22	19	8	3	55.4%	6.8%	10.4%	500	61.4	4.1	7.1	7.1	10.0	7.1	7.5	4.3	3.7	2.9	7.6
500	13130	1276	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	S Sinclair Inlet Subbasin	Blackjack Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-035 - Middle	47.516300	-122.638700	9/7/2023	5/14/2024	Fine	8	34	8	8	5	21	20	4	4	59.4%	11.4%	25.6%	500	55.1	2.4	10.0	10.0	5.0	7.6	2.5	5.7	2.6	5.2	4.0
501	13111	1277	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	S Sinclair Inlet Subbasin	Blackjack Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-036 - Upper (Square Ck)	47.479900	-122.664200	10/12/2023	5/14/2024	Fine	8	46	6	8	7	21	20	9	4	58.0%	8.2%	0.6%	500	69.7	6.6	7.1	10.0	7.5	7.6	8.8	5.7	3.0	3.6	9.9
502	12369	1299	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	S Sinclair Inlet Subbasin	Gorst Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-040	47.530500	-122.713600	8/30/2022	5/1/2023	Fine	8	40	5	9	8	22	19	7	7	71.4%	6.0%	39.8%	500	55.5	4.5	5.7	10.0	8.8	7.1	6.2	10.0	0.0	2.5	0.7
503	13124	2824	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	S Sinclair Inlet Subbasin	Heins Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-062	47.531455	-122.717537	8/23/2023	5/14/2024	Fine	8	49	9	8	8	25	23	8	7	47.8%	10.4%	4.8%	500	82.6	7.6	10.0	10.0	8.8	9.4	7.5	10.0	5.7	4.7	8.9
504	12370	1290	15	WRIA 15 - Kitsap	Puget Sound (Kitsap) Basin	S Sinclair Inlet Subbasin	Parish Creek	Kitsap County	Watershed Health Monitoring	KCSSWM-018 - (Gorst Trib)	47.528400	-122.714200	8/30/2022	5/1/2023	Fine	8	45	7	9	8	24	23	8	9	46.0%	14.0%	12.6%	500	80.2	6.2	8.6	10.0	8.8	9.4	7.5	10.0	6.2	6.5	7.1
505	13206	1866	18	WRIA 18 - Elwha-Dungeness	Dungeness River Basin	Lower Dungeness River Subbasin	Canyon Creek (Dungeness)	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-CANY02	48.023110	-123.139810	8/7/2023	9/20/2024	Fine	8	50	12	6	9	27	26	7	10	29.6%	18.8%	0.4%	500	90.1	7.9	10.0	7.1	10.0	10.0	6.2	10.0	10.0	8.9	9.9
506	11942	579	18	WRIA 18 - Elwha-Dungeness	Elwha River Basin	Sutherland/Aldwell Lakes Subbasin	Little River	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-SLIT01	48.051990	-123.506970	8/17/2021	7/15/2022	Fine	8	42	10	8	6	24	18	8	6	63.0%	5.6%	0.0%	500	67.9	5.2	10.0	10.0	6.2	6.5	7.5	8.6	1.6	2.3	10.0
507	12490	2108	18	WRIA 18 - Elwha-Dungeness	Port Angeles Basin	Port Angeles Bay Subbasin	Ennis Creek	Clallam County	Streamkeepers	Ennis 0.1	48.114685	-123.406289	10/3/2022	10/19/2023	Fine	8	43	7	6	5	18	18	4	5	41.4%	11.0%	0.6%	500	64.7	5.5	8.6	7.1	5.0	6.5	2.5	7.1	7.5	5.0	9.9
508	12492	2109	18	WRIA 18 - Elwha-Dungeness	Port Angeles Basin	Port Angeles Bay Subbasin	Ennis Creek	Clallam County	Streamkeepers	Ennis 1.4	48.101265	-123.391713	10/3/2022	10/19/2023	Fine	8	34	6	5	7	18	15	6	5	58.6%	12.2%	0.2%	500	58.0	2.4	7.1	5.7	7.5	4.7	5.0	7.1	2.8	5.6	10.0
509	12497	2168	18	WRIA 18 - Elwha-Dungeness	Port Angeles Basin	Port Angeles Bay Subbasin	Peabody Creek	Clallam County	Streamkeepers	Peabody 1.0	48.106876	-123.426477	10/13/2022	10/19/2023	Fine	8	52	8	7	5	20	15	5	7	37.8%	7.8%	6.0%	500	71.1	8.6	10.0	8.6	5.0	4.7	3.8	10.0	8.4	3.4	8.6
510	11944	1868	18	WRIA 18 - Elwha-Dungeness	Port Angeles Basin	Port Angeles Bay Subbasin	Tumwater Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-TUMW02	48.090740	-123.472640	8/18/2021	7/15/2022	Fine	8	49	8	6	8	22	21	8	8	34.0%	19.0%	1.8%	500	87.3	7.6	10.0	7.1	8.8	8.2	7.5	10.0	9.5	9.0	9.6
511	12495	2192	18	WRIA 18 - Elwha-Dungeness	Port Angeles Basin	Port Angeles Bay Subbasin	Tumwater Creek	Clallam County	Streamkeepers	Tumwater 0.1a	48.122122	-123.446969	10/11/2022	10/19/2023	Fine	8	48	5	9	5	19	17	5	4	52.4%	5.4%	0.2%	500	59.9	7.2	5.7	10.0	5.0	5.9	3.8	5.7	4.5	2.2	10.0
512	12491	3235	18	WRIA 18 - Elwha-Dungeness	Port Angeles Basin	Port Angeles Bay Subbasin	Tumwater Creek	Clallam County	Streamkeepers	Tumwater 0.8f	48.114617	-123.453937	10/11/2022	10/19/2023	Fine	8	45	6	8	5	19	14	6	8	43.2%	16.6%	0.0%	500	72.2	6.2	7.1	10.0	5.0	4.1	5.0	10.0	7.0	7.8	10.0
