Row,Site ID,WRIA,Basin,Subbasin,Stream,Agency,Project,Site Code,Latitude,Longitude,2020,2021,2022,2023,2024
246,174,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Little Bear Creek Subbasin,Little Bear Creek,King County - DNRP,Ambient Monitoring,08LIT2682,47.763211,-122.156929,41.7,59.9,49.5,42.2,55.5
247,175,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Little Bear Creek Subbasin,Little Bear Creek,King County - DNRP,Ambient Monitoring,08LIT2685,47.778471,-122.154549,52.4,,68.5,,41.4
248,176,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Little Bear Creek Subbasin,Little Bear Creek,King County - DNRP,Ambient Monitoring,08LIT2692,47.811464,-122.158997,34.9,70.2,69.5,66.3,59.7
249,177,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Little Bear Creek Subbasin,Little Bear Creek,King County - DNRP,Ambient Monitoring,08LIT2781,47.790039,-122.144532,42.5,49.5,54.8,49.3,54.6
250,183,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,North Creek Subbasin,North Creek,King County - DNRP,Ambient Monitoring,08NOR1750,47.852841,-122.222496,58,70.3,53.4,49.2,51.2
251,187,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,North Creek Subbasin,North Creek,King County - DNRP,Ambient Monitoring,08NOR2306,47.778784,-122.187628,25.6,18.6,29.9,22.2,21
252,3040,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,North Creek Subbasin,North Creek,City of Bothell,Bothell Bioassesment,COB EQUAL-087,47.780559,-122.189571,22.8,,,,
253,3224,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,North Creek Subbasin,North Creek,City of Bothell,Bothell Bioassesment,COB05519-013032,47.78238,-122.190419,,,14.6,,
254,186,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,North Creek Subbasin,North Creek tributary,King County - DNRP,Ambient Monitoring,08NOR2115,47.791242,-122.195243,35.6,34.1,36.4,24.2,24.8
255,3223,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,North Creek Subbasin,North Creek tributary,City of Bothell,Bothell Bioassesment,COB 5519-000744,47.795881,-122.188603,,,37.2,,
256,3036,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,North Creek Subbasin,North Creek tributary,City of Bothell,Bothell Bioassesment,COB EQUAL-097,47.792526,-122.207254,10.7,,,,
257,3037,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,North Creek Subbasin,North Creek tributary,City of Bothell,Bothell Bioassesment,COB EQUAL-129,47.795264,-122.197061,50,,,,
258,3222,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,North Creek Subbasin,North Creek tributary,City of Bothell,Bothell Bioassesment,COB05519-011576,47.797772,-122.226154,,,14.3,,
259,3367,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,North Creek Subbasin,North Creek tributary,City of Bothell,Bothell Bioassesment,QC-2,47.797772,-122.22615,,,,9.8,
260,2058,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,North Creek Subbasin,Palm Creek (Bothell),City of Bothell,Bothell Bioassesment,PM-1,47.790892,-122.193664,,,42.8,48,
261,1606,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Clise Creek,City of Redmond,Annual Benthos Monitoring: 2016 - Ongoing,CliseRed214,47.661469,-122.124825,42.9,53.3,40.4,36.2,38
262,2661,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Country Creek,City of Redmond,RPWS,CTRY-1,47.6504,-122.1149,13.3,7.8,10,12.6,
263,2662,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Country Creek,City of Redmond,RPWS,CTRY-2,47.6474,-122.1197,42.5,34.8,23.3,29,
264,193,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Gold Creek (Sammamish),King County - DNRP,Ambient Monitoring,08SAM2865,47.742702,-122.141764,44.8,32.4,47.6,36.2,30.7
265,1605,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,High School Creek,City of Redmond,Annual Benthos Monitoring: 2016 - Ongoing,HSRed210,47.709755,-122.124835,60.9,41.7,37.2,19.8,29.8
266,188,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Peters Creek,King County - DNRP,Ambient Monitoring,08SAM0000,47.682628,-122.143714,7.3,11.7,7,4.7,4.8
267,619,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Peters Creek,City of Redmond,Annual Benthos Monitoring: 2016 - Ongoing,PeteRed174,47.679738,-122.142957,1.9,7,4.4,5.5,20.5
268,189,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0068),King County - DNRP,Ambient Monitoring,08SAM1914,47.745483,-122.211857,11.9,27.6,27.2,26.2,24.4
269,192,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0090),King County - DNRP,Ambient Monitoring,08SAM2862,47.733381,-122.13722,62,50.8,58.1,61.6,56.8
270,197,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0095D),King County - DNRP,Ambient Monitoring,08SAM3047,47.720449,-122.124316,67.2,64.2,69.7,55.1,62.7
271,196,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0095F),King County - DNRP,Ambient Monitoring,08SAM3045,47.712241,-122.12057,61.6,29.7,35.4,30.5,27.2
272,190,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0096D),King County - DNRP,Ambient Monitoring,08SAM2674,47.72908,-122.15256,24.3,19.5,25.1,32.6,32.3
273,191,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0101),King County - DNRP,Ambient Monitoring,08SAM2855,47.696997,-122.131529,9.1,15.2,11.1,9,8.5
274,2672,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Tosh Creek,City of Redmond,RPWS,TOSH-1,47.655,-122.118,36.1,26.3,25.4,22.4,
275,2673,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Tosh Creek,City of Redmond,RPWS,TOSH-2,47.6527,-122.1187,19.1,27.2,25.1,26.4,
276,2674,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Tosh Creek,City of Redmond,RPWS,TOSH-3,47.6515,-122.1254,15.4,8.3,13,9.5,
277,2675,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Tosh Creek,City of Redmond,RPWS,TOSH-4,47.6513,-122.1257,14.7,11.3,14.8,4,
278,1711,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Valley Estates Creek,City of Redmond,Annual Benthos Monitoring: 2016 - Ongoing,VECB229,47.696299,-122.137252,15.3,14.3,22.2,15.3,19.2
279,2061,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Waynita Creek,City of Bothell,Bothell Bioassesment,WC-1,47.745099,-122.211531,28.5,,9.5,,
280,1709,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Willows Creek,City of Redmond,Annual Benthos Monitoring: 2016 - Ongoing,WLCRK1B231,47.68829,-122.141934,12,29.7,28.2,30.1,32.1
281,181,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Swamp Creek Subbasin,Swamp Creek,King County - DNRP,Ambient Monitoring,08NOR1362,47.779822,-122.250431,42.3,43.1,41.9,33.7,44.7
282,182,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Swamp Creek Subbasin,Swamp Creek,King County - DNRP,Ambient Monitoring,08NOR1370,47.770053,-122.244606,41.1,40.8,52.1,58.3,46.5
283,167,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Tibbetts Creek Subbasin,Tibbetts Creek - Lower,King County - DNRP,Ambient Monitoring,08LAK3699,47.541782,-122.064195,74.5,51.4,54.7,26.2,51.4
284,162,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,W Lake Sammamish Subbasin,Idylwood Creek,King County - DNRP,Ambient Monitoring,08LAK3121,47.641052,-122.106516,11.9,8.7,5.7,6.7,21.1
285,613,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,W Lake Sammamish Subbasin,Idylwood Creek,City of Redmond,Annual Benthos Monitoring: 2016 - Ongoing,IdylRed168,47.643183,-122.102326,8.2,11.1,15,11.6,20
286,3107,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,W Lake Sammamish Subbasin,Idylwood Creek,City of Bellevue,Macroinvertebrates,IdylwoodArdmore_21,47.63522,-122.11115,,,12.2,15.6,9.3
287,3092,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,W Lake Sammamish Subbasin,Lewis Creek (Lake Sammamish),City of Bellevue,Macroinvertebrates,LewisBelowLakemont_21,47.55802,-122.11307,,57.1,41.4,28.4,28.4
288,576,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,W Lake Sammamish Subbasin,Lewis Creek (Lake Sammamish),City of Bellevue,Macroinvertebrates,LewisBelRM0.3,47.567,-122.093,,,51.5,42.3,42.7
289,575,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,W Lake Sammamish Subbasin,Lewis Creek (Lake Sammamish),City of Bellevue,Macroinvertebrates,LewisBelRM0.8,47.562,-122.099,,28.5,23.5,46.1,54.1
290,1941,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,W Lake Sammamish Subbasin,Lewis Creek (Lake Sammamish),City of Bellevue,Macroinvertebrates,LewisBelRM2.1,47.5575,-122.1148,,61.5,67.5,57.4,63.4
291,161,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,W Lake Sammamish Subbasin,Vasa Creek,King County - DNRP,Ambient Monitoring,08LAK2827,47.578488,-122.113038,15.8,19,2.2,16.7,15.1
292,1649,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,W Lake Sammamish Subbasin,Vasa Creek,City of Bellevue,Macroinvertebrates,VasaRM1.9,47.56596,-122.137434,,13.3,12.8,22.5,19.1
293,210,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Black River Subbasin,Garrison Creek - S Fork,King County - DNRP,Ambient Monitoring,09BLA0722,47.407005,-122.216196,22.8,21.5,24.5,35.9,27.6
294,208,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Black River Subbasin,Mill Creek (Kent),King County - DNRP,Ambient Monitoring,09BLA0675,47.381499,-122.221081,38.6,20.2,35.1,18,22
295,209,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Black River Subbasin,Mill Creek (Kent),King County - DNRP,Ambient Monitoring,09BLA0716,47.382722,-122.223995,31.7,30.5,28.7,30.9,17.3
296,211,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Black River Subbasin,Mill Creek (Kent),King County - DNRP,Ambient Monitoring,09BLA0756,47.369338,-122.208823,,14.5,28.2,,27.5
297,213,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Black River Subbasin,Panther Creek (Black River),King County - DNRP,Ambient Monitoring,09BLA0771,47.442177,-122.207574,18.1,29.3,28.9,32.4,33.6
298,214,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Black River Subbasin,Panther Creek (Black River),King County - DNRP,Ambient Monitoring,09BLA0772,47.445022,-122.211052,22.4,35.1,17.2,19.2,14.4
299,212,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Black River Subbasin,Springbrook Creek (Black River),King County - DNRP,Ambient Monitoring,09BLA0768,47.428348,-122.214069,41,55.9,53.6,,58.6
300,216,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Black River Subbasin,Springbrook Creek tributary (0006B),King County - DNRP,Ambient Monitoring,09BLA0817,47.46604,-122.207183,5,1.4,1.2,0,0
301,225,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Coal Creek (Green) Subbasin,Coal Creek (Green River),King County - DNRP,Ambient Monitoring,09DEE2208,47.266907,-121.916937,77.8,83.8,71,84.4,77.8
302,228,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Coal Creek (Green) Subbasin,Coal Creek (Green River),King County - DNRP,Ambient Monitoring,09DEE2294,47.275939,-121.894775,92.6,79.1,85.6,89.3,85.3
303,3504,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Covington Creek Subbasin,Covington Creek,King County - DNRP,Integrated Streams Program,09COV_bug1,47.312173,-122.096477,,,,,69.7
304,217,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Covington Creek Subbasin,Covington Creek,King County - DNRP,Ambient Monitoring,09COV1165,47.31919,-122.11905,69.3,65.9,78.6,80.7,71.6
305,218,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Covington Creek Subbasin,Covington Creek,King County - DNRP,Ambient Monitoring,09COV1418,47.30933,-122.077692,66.4,78.3,60.1,68.9,62.8
306,220,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Covington Creek Subbasin,Covington Creek,King County - DNRP,Ambient Monitoring,09COV1756,47.32877,-122.022072,73.1,84.3,77.2,72.8,71.2
307,3454,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Covington Creek Subbasin,Covington Creek,Washington State Department of Ecology,TMDL Biological Monitoring of Soos Creek watershed,EFF755XX-CO01.5,47.312395,-122.107782,,,,78.8,
308,3455,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Covington Creek Subbasin,Covington Creek,Washington State Department of Ecology,TMDL Biological Monitoring of Soos Creek watershed,EFF755XX-CO02.2,47.31235,-122.096581,,,,86.7,
309,3456,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Covington Creek Subbasin,Covington Creek,Washington State Department of Ecology,TMDL Biological Monitoring of Soos Creek watershed,EFF755XX-CO03.6,47.30933,-122.077692,,,,80,
310,222,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Covington Creek Subbasin,Rock Creek tributary (Covington),King County - DNRP,Ambient Monitoring,09COV1862,47.317211,-122.00522,59.4,67.3,50.1,32.7,59.1
311,223,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Covington Creek Subbasin,Rock Creek tributary (Covington),King County - DNRP,Ambient Monitoring,09COV1864,47.325762,-122.001348,57.7,56.8,42.9,45.7,40.8
312,224,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Deep Creek Subbasin,Deep Creek (Green River),King County - DNRP,Ambient Monitoring,09DEE2163,47.282302,-121.932687,52.5,37.2,53.5,71.3,38.8
313,226,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Deep Creek Subbasin,Deep Creek (Green River),King County - DNRP,Ambient Monitoring,09DEE2211,47.285142,-121.923905,44.2,49.4,58.3,70.1,51.1
314,230,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Duwamish River Subbasin,Duwamish River tributary (0001E),King County - DNRP,Ambient Monitoring,09DUW0091,47.510357,-122.322142,6.7,8.1,8.6,29.3,6.6
315,232,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Duwamish River Subbasin,Duwamish River tributary (0003),King County - DNRP,Ambient Monitoring,09DUW0225,47.502212,-122.300156,10.5,3.7,7.7,5.2,10.5
316,233,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Duwamish River Subbasin,Riverton Creek (003D),King County - DNRP,Ambient Monitoring,09DUW0277,47.489932,-122.289451,43.9,28.9,,,
317,234,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Jenkins Creek Subbasin,Jenkins Creek,King County - DNRP,Ambient Monitoring,09JEN1318,47.362218,-122.099903,66.5,84.4,51.9,39,78.1
318,235,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Jenkins Creek Subbasin,Jenkins Creek,King County - DNRP,Ambient Monitoring,09JEN1357,47.3689,-122.098899,58.4,63.6,62.5,66.8,56.8
319,3457,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Jenkins Creek Subbasin,Jenkins Creek,Washington State Department of Ecology,TMDL Biological Monitoring of Soos Creek watershed,EFF755XX-JE02.6,47.362218,-122.099903,,,,57.8,
320,10,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Longfellow Creek Subbasin,Longfellow Creek,City of Seattle,Status & Trends,LF04,47.566307,-122.366733,6.5,,0.5,,1.7
321,35,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Longfellow Creek Subbasin,Longfellow Creek,City of Seattle,Status & Trends,LFMA0954,47.529961,-122.363695,6.9,,9,,
322,36,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Longfellow Creek Subbasin,Longfellow Creek,City of Seattle,Status & Trends,LFMA2559,47.543087,-122.363956,9.5,,4.4,,
323,37,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Longfellow Creek Subbasin,Longfellow Creek,City of Seattle,Status & Trends,LFMA3396,47.555002,-122.367783,6.7,,3.4,,
324,38,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Longfellow Creek Subbasin,Longfellow Creek,City of Seattle,Status & Trends,LFMA3490,47.55878,-122.368681,5.6,,0,,
325,1795,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Longfellow Creek Subbasin,Puget Creek,City of Seattle,Status & Trends,PU01,47.557726,-122.353826,0,,1,,
326,240,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Lower Green River - E Subbasin,Green River - Lower tributary (S 277th St.),King County - DNRP,Ambient Monitoring,09LOW0753,47.353074,-122.20751,35.7,33.3,41,19,
327,239,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Lower Green River - E Subbasin,Olson Creek,King County - DNRP,Ambient Monitoring,09LOW0751,47.343517,-122.204491,82.5,82,79.9,77.4,
328,237,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Lower Green River - W Subbasin,Lower Green River tributary (0036B),King County - DNRP,Ambient Monitoring,09LOW0325,47.464905,-122.281488,7.7,9.1,,,
329,244,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Middle Green River Subbasin,Crisp Creek tributary,King County - DNRP,Ambient Monitoring,09MID1537,47.291898,-122.059923,38.2,,,,
330,246,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Middle Green River Subbasin,Cristy Creek,King County - DNRP,Ambient Monitoring,09MID1744,47.272614,-122.021072,61.8,63.7,68.3,77.3,82.3
331,247,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Middle Green River Subbasin,Cristy Creek,King County - DNRP,Ambient Monitoring,09MID1817,47.26799,-122.009736,72.1,61.9,66.4,70.6,55.6
332,249,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Middle Green River Subbasin,Green River - Middle tributary,King County - DNRP,Ambient Monitoring,09MID2426,47.315006,-121.867614,87.5,74.1,76.8,76.1,83
333,248,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Middle Green River Subbasin,Icy Creek,King County - DNRP,Ambient Monitoring,09MID1958,47.278886,-121.978571,75.9,59.4,51.2,,33.9
334,242,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Middle Green River Subbasin,O'Grady Creek,King County - DNRP,Ambient Monitoring,09MID1374,47.275597,-122.088114,71.4,79,45.2,86.1,81.5
335,251,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Mill Creek Subbasin,Mill Creek (Auburn),King County - DNRP,Ambient Monitoring,09MIL0340,47.303209,-122.272324,51,44.9,60.7,42,39.5
336,252,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Mill Creek Subbasin,Mill Creek (Auburn),King County - DNRP,Ambient Monitoring,09MIL0390,47.303166,-122.260837,36,52,40.4,39.3,40.4
337,254,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Newaukum Creek Subbasin,Newaukum Creek,King County - DNRP,Ambient Monitoring,09NEW1657,47.250042,-122.037744,52.6,63.3,61.2,75.9,68.4
338,259,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Newaukum Creek Subbasin,Newaukum Creek,King County - DNRP,Ambient Monitoring,09NEW2102,47.231078,-121.94603,81.9,87.7,71.9,92,70.3
339,257,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Newaukum Creek Subbasin,Newaukum Creek - N Fork,King County - DNRP,Ambient Monitoring,09NEW2076,47.235936,-121.950976,81.1,65.7,80.3,85.8,73.1
340,260,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Newaukum Creek Subbasin,Newaukum Creek - N Fork,King County - DNRP,Ambient Monitoring,09NEW2128,47.234245,-121.93519,60.2,90.5,79.4,71,83
341,262,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Soos Creek Subbasin,Big Soos Creek,King County - DNRP,Ambient Monitoring,09SOO0943,47.30855,-122.16904,,68.3,52,76.8,69.3
342,3452,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Soos Creek Subbasin,Big Soos Creek,Washington State Department of Ecology,TMDL Biological Monitoring of Soos Creek watershed,EFF755XX-BS00.7,47.30855,-122.16904,,,,64,
343,3453,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Soos Creek Subbasin,Big Soos Creek,Washington State Department of Ecology,TMDL Biological Monitoring of Soos Creek watershed,EFF755XX-BS04.7,47.336409,-122.135101,,,,70.1,
344,270,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Soos Creek Subbasin,Little Soos Creek,King County - DNRP,Ambient Monitoring,09SOO1209,47.358599,-122.125122,38.1,50.4,50.5,82.6,56.2
345,271,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Soos Creek Subbasin,Little Soos Creek,King County - DNRP,Ambient Monitoring,09SOO1283,47.372825,-122.113902,63.6,43.1,60.2,53.1,76.5
346,3458,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Soos Creek Subbasin,Little Soos Creek,Washington State Department of Ecology,TMDL Biological Monitoring of Soos Creek watershed,EFF755XX-LS00.3,47.358599,-122.125122,,,,64.3,
347,3459,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Soos Creek Subbasin,Meridian Valley Creek,Washington State Department of Ecology,TMDL Biological Monitoring of Soos Creek watershed,EFF755XX-MV00.2,47.37225,-122.14792,,,,18.4,
348,267,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Soos Creek Subbasin,Soos Creek,King County - DNRP,Ambient Monitoring,09SOO1130,47.31817,-122.135959,48.8,72.1,74.4,61.5,76.6
349,268,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Soos Creek Subbasin,Soos Creek,King County - DNRP,Ambient Monitoring,09SOO1134,47.336409,-122.135101,79.3,79.4,36.9,74.5,63.2
350,264,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Soos Creek Subbasin,Soosette Creek,King County - DNRP,Ambient Monitoring,09SOO1022,47.331725,-122.155276,71.6,63.6,58.2,65.6,62.3
351,3461,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Soos Creek Subbasin,Soosette Creek,Washington State Department of Ecology,TMDL Biological Monitoring of Soos Creek watershed,EFF755XX-SO01.3,47.331725,-122.155276,,,,59.9,
352,2537,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Upper Green River Subbasin,Sunday Creek,Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-SUND04,47.2536,-121.383,,,,91,
353,551,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Dumas Bay Subbasin,Joes Creek,City of Federal Way,Macroinvertebrate Sampling,JoesFW509,47.326731,-122.3767,11.3,10.4,9.7,10.6,
354,552,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Dumas Bay Subbasin,Joes Creek,City of Federal Way,Macroinvertebrate Sampling,JoesFWLMR,47.324608,-122.376156,11.3,7.7,6.1,18.6,
355,554,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Dumas Bay Subbasin,Lakota Creek,City of Federal Way,Macroinvertebrate Sampling,LakFWEast,47.325175,-122.367683,23.7,16.5,19.9,13.5,
356,553,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Dumas Bay Subbasin,Lakota Creek,City of Federal Way,Macroinvertebrate Sampling,LakFWWWTP,47.325825,-122.369636,17.9,18.4,27.3,45.7,
357,1,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Lower Puget Sound - Seattle Subbasin,Fauntleroy Creek,City of Seattle,Status & Trends,FA02,47.522438,-122.392214,46.5,,51.5,,
358,34,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Lower Puget Sound - Seattle Subbasin,Fauntleroy Creek,City of Seattle,Status & Trends,FAMA0851,47.521366,-122.386388,17.3,,38.8,,
359,515,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Lower Puget Sound - Seattle Subbasin,Schmitz Creek,City of Seattle,Status & Trends,SCMA9065,47.575194,-122.401214,14.2,,10.1,,
360,3506,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Miller Creek Subbasin,Miller Creek,King County - DNRP,Integrated Streams Program,Miller_Club,47.445164,-122.353769,,,,,31.9
361,1628,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Miller Creek Subbasin,Miller Creek,King County - DNRP,Miller-Walker,Miller_Cove,47.44456,-122.35451,26.6,4.6,3.2,20.2,20.6
362,1635,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Miller Creek Subbasin,Miller Creek,King County - DNRP,Miller-Walker,Miller_SWSSD,47.447902,-122.348134,8,8.8,14.9,16.5,8.3
363,1600,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Miller Creek Subbasin,Walker Creek,King County - DNRP,Miller-Walker,WalkerPreserve,47.452032,-122.337736,41.4,43.9,46.1,33.8,27.2
364,2949,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Vashon-Maury Island Subbasin,Beall Creek,Vashon Nature Center,Vashon Benthic Macroinvertebrate Sampling,BeallVNC1,47.448819,-122.445509,,,,31,
365,272,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Vashon-Maury Island Subbasin,Christenson Creek,King County - DNRP,Vashon,VashChris,47.40277,-122.51693,80.6,61.1,66.2,62.8,
366,2657,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Vashon-Maury Island Subbasin,Ellis Creek (Vashon),Vashon Nature Center,Vashon Benthic Macroinvertebrate Sampling,E1223,47.416948,-122.442399,,18.6,,,
367,523,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Vashon-Maury Island Subbasin,Fisher Creek (Vashon),King County - DNRP,Regulatory Effectiveness,65B,47.383942,-122.481469,54.8,64.8,52.7,,
368,1910,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Vashon-Maury Island Subbasin,Fisher Creek (Vashon),Vashon Nature Center,Vashon Benthic Macroinvertebrate Sampling,65B,47.383942,-122.481469,55,,74,,
369,2714,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Vashon-Maury Island Subbasin,Gorsuch Creek,Vashon Nature Center,Vashon Benthic Macroinvertebrate Sampling,P847,47.453867,-122.445505,,49.6,,,
370,525,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Vashon-Maury Island Subbasin,Judd Creek,King County - DNRP,Vashon,28A,47.403459,-122.468866,75.8,67.8,75,54.3,59
